,alibaba-ap-south-1,alibaba-ap-southeast-2,alibaba-ap-southeast-3,alibaba-ap-southeast-5,alibaba-cn-chengdu,alibaba-cn-huhehaote,alibaba-cn-qingdao,alibaba-cn-zhangjiakou,alibaba-eu-central-1,alibaba-eu-west-1,alibaba-me-east-1,alibaba-us-east-1,alibaba-us-west-1,aws-af-south-1,aws-ap-east-1,aws-ap-northeast-1,aws-ap-northeast-2,aws-ap-northeast-3,aws-ap-south-1,aws-ap-southeast-1,aws-ap-southeast-2,aws-ca-central-1,aws-eu-central-1,aws-eu-north-1,aws-eu-south-1,aws-eu-west-1,aws-eu-west-2,aws-eu-west-3,aws-me-south-1,aws-sa-east-1,aws-us-east-1,aws-us-east-2,aws-us-west-1,aws-us-west-2,azure-australiacentral,azure-australiaeast,azure-australiasoutheast,azure-brazilsouth,azure-canadacentral,azure-canadaeast,azure-centralindia,azure-centralus,azure-eastasia,azure-eastus2,azure-francecentral,azure-germanywestcentral,azure-japaneast,azure-japanwest,azure-koreacentral,azure-koreasouth,azure-northcentralus,azure-northeurope,azure-norwayeast,azure-southafricanorth,azure-southcentralus,azure-southeastasia,azure-southindia,azure-switzerlandnorth,azure-uaenorth,azure-uksouth,azure-ukwest,azure-westcentralus,azure-westeurope,azure-westus2,gcp-asia-east1,gcp-asia-east2,gcp-asia-northeast1,gcp-asia-northeast2,gcp-asia-northeast3,gcp-asia-south1,gcp-asia-southeast1,gcp-asia-southeast2,gcp-australia-southeast1,gcp-europe-central2,gcp-europe-north1,gcp-europe-west1,gcp-europe-west2,gcp-europe-west3,gcp-europe-west4,gcp-europe-west6,gcp-northamerica-northeast1,gcp-southamerica-east1,gcp-us-central1,gcp-us-east1,gcp-us-east4,ibm-au-syd,ibm-br-sao,ibm-ca-tor,ibm-eu-de,ibm-eu-gb,ibm-jp-osa,ibm-jp-tok,ibm-us-east,ibm-us-south,tencent-ap-bangkok,tencent-ap-beijing,tencent-ap-chengdu,tencent-ap-chongqing,tencent-ap-guangzhou,tencent-ap-hongkong,tencent-ap-jakarta,tencent-ap-mumbai,tencent-ap-nanjing,tencent-ap-seoul,tencent-ap-singapore,tencent-ap-tokyo,tencent-eu-frankfurt,tencent-na-ashburn,tencent-na-siliconvalley,tencent-na-toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aws-sa-east-1,320.001,318.012,336.937,353.586,356.661,343.940,359.735,341.890,213.551,201.022,325.117,113.429,187.575,342.803,304.870,255.400,284.090,260.359,303.255,320.170,310.446,124.903,205.621,213.927,215.391,176.183,185.661,196.812,273.771,0.390,114.823,121.966,174.399,173.825,325.062,319.142,323.165,3.301,129.917,132.918,315.588,148.019,327.071,114.248,187.524,194.908,276.071,285.176,302.138,296.079,135.903,173.731,210.202,346.542,147.773,335.513,351.029,199.078,295.231,181.323,184.385,162.497,188.115,183.520,299.720,301.467,265.142,274.363,290.267,328.350,342.138,347.876,306.195,212.433,218.560,191.966,188.334,199.882,197.144,204.539,126.478,1.536,141.186,129.452,115.806,308.425,3.506,134.228,188.263,182.274,283.882,273.435,112.410,144.698,358.673,318.368,371.676,343.735,329.677,318.229,368.371,286.278,316.605,333.644,352.765,283.418,210.780,113.193,190.431,149.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aws-us-east-1,201.207,218.772,237.955,250.720,233.720,227.269,217.324,230.711,91.936,79.489,209.428,2.140,60.912,228.094,195.112,144.033,170.569,151.739,186.365,208.622,198.379,14.993,91.198,110.815,101.468,65.422,76.400,82.360,158.240,114.952,0.605,12.429,61.823,63.498,209.141,204.550,215.202,116.365,18.389,21.187,225.233,49.023,211.071,6.239,80.598,87.451,158.731,165.538,181.448,175.450,23.890,66.846,101.364,239.498,37.174,225.649,254.723,92.544,187.952,75.093,77.806,48.623,81.279,74.300,183.853,197.038,158.853,164.869,182.273,209.045,233.354,247.558,199.607,101.668,102.719,80.958,77.514,87.426,85.881,93.639,14.728,115.800,27.050,20.880,1.490,212.857,132.731,21.321,93.181,76.908,160.611,145.582,1.705,31.303,262.326,212.255,231.809,252.055,239.448,219.446,264.177,303.441,205.968,197.871,247.261,175.518,91.842,1.576,75.327,24.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aws-us-east-2,210.173,224.390,231.346,259.267,227.969,230.693,219.498,237.859,99.720,92.768,362.290,12.432,70.790,238.379,182.213,133.142,160.537,137.205,198.745,196.268,187.791,24.870,101.361,121.202,111.520,77.196,85.933,92.635,168.923,121.998,12.469,0.332,50.730,48.216,212.427,204.761,219.959,127.418,23.849,31.152,211.901,51.515,207.039,16.438,90.656,97.995,164.079,169.356,183.192,177.567,19.734,77.614,112.368,248.978,42.437,226.419,253.265,102.818,198.616,84.569,87.411,52.574,92.033,70.729,184.926,196.196,159.444,165.511,182.892,218.993,226.385,238.264,200.757,112.740,114.103,90.942,88.693,98.313,96.854,103.034,24.946,125.514,27.914,31.410,12.436,220.246,142.936,24.556,99.741,87.602,156.746,166.784,11.905,33.710,291.458,224.357,240.734,235.763,238.728,220.339,278.549,306.513,233.906,199.176,253.660,165.254,102.401,11.786,73.471,31.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aws-us-west-1,243.012,157.158,182.476,201.495,187.342,166.795,169.744,166.806,157.553,146.478,245.735,64.955,2.652,288.613,154.881,106.869,135.636,108.677,226.897,178.888,138.053,80.289,151.206,174.382,161.713,135.642,144.594,142.740,217.817,174.413,61.775,50.794,0.415,20.484,145.189,139.492,150.535,173.207,87.098,95.350,225.552,44.095,150.291,60.326,149.423,156.644,106.786,112.332,130.981,123.213,55.135,135.016,170.772,310.048,35.391,172.917,205.815,156.553,255.764,143.623,147.193,28.615,149.006,24.319,136.298,148.368,112.150,120.541,138.064,235.916,184.561,203.089,147.610,170.305,169.843,149.784,142.318,154.744,151.897,161.036,76.689,166.546,48.886,72.078,70.338,163.140,181.427,60.722,146.767,140.629,114.104,104.112,65.006,40.021,239.896,143.856,184.370,167.908,168.298,159.354,195.981,240.979,134.114,129.549,189.868,106.585,156.129,65.823,2.027,70.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aws-us-west-2,260.133,174.967,190.016,231.544,208.641,190.824,189.298,172.509,165.561,150.923,266.622,70.081,20.964,275.222,143.961,96.344,125.256,97.888,220.536,161.723,139.558,59.201,139.517,155.976,149.724,118.598,127.359,131.886,211.152,173.786,63.454,48.228,20.490,0.413,162.781,157.824,169.102,192.216,105.034,113.984,225.213,53.902,144.500,91.369,161.489,172.890,96.521,102.674,120.073,112.819,62.310,147.195,184.904,318.731,50.322,162.493,195.249,171.891,251.693,156.264,158.142,42.211,157.794,11.890,143.622,156.605,106.075,124.528,142.205,230.731,183.983,195.187,157.612,183.002,181.709,158.718,151.686,167.429,164.115,172.345,83.894,182.113,61.952,83.386,79.521,173.405,188.413,70.211,158.754,141.276,98.598,115.206,76.865,56.242,219.165,164.320,204.823,217.341,204.966,161.535,230.276,260.764,163.590,129.777,218.955,125.281,163.028,70.944,21.285,76.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-australiacentral,157.790,6.440,218.272,106.986,183.686,189.073,174.638,174.456,239.758,240.851,166.285,226.279,143.749,347.959,128.472,129.292,158.889,146.597,165.510,93.896,7.354,219.938,259.738,281.327,231.321,270.210,261.923,254.259,175.396,325.206,209.326,212.488,145.218,161.431,2.084,8.585,12.094,318.052,204.768,215.183,155.540,181.197,124.686,203.572,236.212,239.417,127.152,134.977,149.301,144.604,187.726,249.332,260.512,381.933,174.541,94.970,124.616,234.580,164.355,242.164,245.884,167.560,243.202,163.707,141.697,133.432,126.979,134.364,152.050,166.350,95.199,109.482,9.583,275.359,285.064,263.014,256.344,264.116,260.321,263.253,204.435,307.408,186.429,203.174,206.557,8.511,390.886,206.572,307.259,312.299,157.918,144.807,211.320,182.721,116.571,174.243,180.726,173.589,140.162,128.183,105.790,146.560,158.577,151.058,91.341,143.439,238.955,205.032,143.488,202.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-australiaeast,151.038,3.226,212.273,101.811,162.211,185.511,161.070,169.015,239.409,238.209,163.840,220.351,139.218,342.892,123.914,121.936,153.300,150.066,150.619,88.507,3.588,215.188,258.575,278.446,229.824,265.815,259.840,251.525,172.456,319.253,204.753,204.836,139.745,158.350,8.533,2.104,14.237,312.847,195.555,207.620,134.862,183.602,118.351,200.086,231.307,237.224,112.253,118.138,148.956,139.279,182.946,245.670,256.771,380.067,170.442,88.633,121.107,233.147,161.031,238.085,240.301,161.509,240.037,159.244,139.277,126.066,122.111,129.617,147.468,150.385,92.017,106.325,2.697,272.443,279.740,258.025,252.218,259.335,256.301,257.720,204.214,300.206,181.719,211.548,202.992,2.673,383.718,197.938,306.454,307.772,151.978,139.102,201.207,176.246,112.922,168.310,172.427,168.432,138.744,121.545,106.676,160.776,157.365,146.352,89.104,123.269,236.347,204.125,138.604,199.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-australiasoutheast,144.652,16.373,217.424,100.394,173.715,180.609,167.341,182.502,232.455,233.874,161.225,226.825,149.727,341.836,120.073,134.911,156.523,146.309,146.777,83.943,13.611,225.671,253.573,273.311,227.638,265.409,256.075,249.601,164.788,323.418,214.294,220.008,150.743,167.747,12.080,14.254,2.022,325.735,207.211,216.037,130.303,198.908,117.752,210.585,228.480,232.923,113.374,120.112,140.751,148.525,195.351,242.026,253.998,375.474,181.892,82.138,118.608,231.499,158.055,233.272,237.008,174.360,237.805,171.178,138.835,129.182,134.542,140.845,159.000,173.982,94.887,106.868,14.541,277.055,282.396,261.581,256.584,263.013,262.252,261.034,211.490,316.712,195.808,218.665,206.951,14.387,397.426,210.290,306.811,311.669,150.717,141.928,215.839,186.431,109.779,164.268,168.080,153.939,130.482,119.027,97.160,139.591,154.351,156.767,83.927,135.431,232.670,218.241,148.517,209.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-brazilsouth,303.748,323.612,340.682,342.585,340.224,343.566,318.068,337.704,194.059,179.931,295.619,119.486,172.579,330.374,323.489,279.503,303.328,286.361,306.895,342.946,310.485,128.251,194.468,209.429,205.218,171.692,182.520,186.586,282.311,3.357,116.541,127.358,172.560,192.283,317.574,312.796,325.063,2.152,130.050,139.847,305.696,149.228,327.790,114.982,185.186,193.704,278.066,282.028,299.849,293.012,137.164,171.322,207.420,344.088,140.586,336.198,349.436,197.957,293.702,179.401,181.291,162.131,185.570,182.528,312.198,310.179,265.459,278.479,293.364,314.339,331.632,339.397,299.286,211.423,214.806,190.467,187.966,196.672,194.760,202.008,133.443,4.808,143.279,126.247,116.361,379.340,5.220,130.986,191.092,179.170,286.279,275.859,116.470,153.253,363.800,348.718,355.070,370.545,333.962,326.605,342.502,305.194,335.393,303.208,341.390,276.437,191.345,116.639,179.979,130.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-canadacentral,211.078,215.831,226.486,234.773,215.763,219.771,197.859,214.073,102.055,87.101,202.777,20.082,85.862,238.096,208.066,158.770,184.116,161.052,212.482,223.498,211.607,9.228,102.433,118.228,111.530,80.398,90.742,94.656,195.654,130.275,18.717,23.879,87.047,105.096,204.703,195.231,207.174,130.873,0.842,11.597,220.377,22.357,200.306,19.079,95.394,104.788,154.461,160.418,175.361,177.645,17.602,79.969,115.792,250.840,47.250,218.068,258.561,109.167,199.636,90.608,95.395,40.342,99.012,76.732,201.089,205.000,158.821,164.334,183.042,216.325,227.437,243.650,204.455,111.980,119.906,91.538,87.503,99.978,94.217,103.484,8.817,132.135,30.527,36.223,19.130,261.668,129.918,2.775,98.930,87.226,163.087,157.001,16.269,38.171,247.510,222.434,231.765,229.081,210.001,196.860,237.073,212.460,217.580,180.627,219.790,154.057,99.682,14.819,62.666,2.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-canadaeast,229.931,219.210,229.652,251.629,225.642,230.103,221.750,218.671,110.013,96.790,210.755,24.205,95.189,243.444,215.669,162.605,194.007,172.878,225.631,228.358,219.557,5.313,114.169,126.378,121.910,89.647,99.788,103.504,199.581,132.869,21.272,31.421,95.456,114.088,215.273,208.177,216.197,139.560,11.764,0.825,241.758,30.075,208.015,28.447,104.926,114.411,162.080,168.027,185.818,182.471,23.996,92.878,125.208,259.746,56.555,228.942,262.135,119.609,211.746,101.945,104.822,48.387,108.562,73.506,204.372,204.193,160.721,168.777,183.272,220.748,230.170,239.027,204.056,114.545,123.610,94.184,89.370,100.536,97.073,105.043,4.483,134.771,32.933,38.757,21.933,278.481,138.376,11.687,108.951,96.579,169.737,162.324,27.622,43.941,253.942,250.908,238.116,229.116,221.777,217.459,250.496,227.492,240.212,192.977,232.777,171.292,109.177,24.177,71.967,12.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-centralindia,4.076,139.918,102.438,68.766,182.402,169.668,159.575,168.753,137.514,138.941,32.561,240.892,242.934,225.013,89.803,120.812,137.186,126.006,4.704,82.372,154.617,213.005,137.752,156.000,127.278,148.349,140.178,132.468,36.509,315.765,225.371,211.922,225.461,225.588,155.490,134.912,130.231,305.984,220.535,241.911,2.269,235.182,99.181,206.072,123.593,128.363,139.937,139.676,135.588,117.101,229.536,138.707,148.364,269.237,225.229,48.229,34.825,123.947,31.878,128.471,131.260,243.027,131.475,232.138,119.052,96.963,132.196,149.602,125.414,3.873,62.396,75.209,161.185,152.347,164.704,140.474,136.231,137.377,136.649,126.157,225.163,319.884,237.405,221.429,214.655,203.198,380.247,248.798,236.266,134.215,141.553,123.462,266.900,276.431,73.497,137.828,142.496,160.250,113.092,97.363,86.184,5.835,137.821,120.244,48.561,121.291,127.618,209.121,229.256,214.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-centralus,239.479,212.310,230.155,213.128,237.656,236.522,228.367,236.556,121.889,108.109,220.693,49.819,40.662,250.400,177.720,134.417,161.846,140.974,231.373,204.309,180.154,71.486,122.669,148.728,130.835,100.637,107.859,112.089,211.742,148.336,49.201,51.362,43.901,53.888,180.935,183.594,198.854,149.170,22.390,30.288,235.202,0.700,215.611,28.927,108.460,121.460,136.213,148.729,237.320,149.986,9.043,88.130,121.574,270.957,25.317,222.361,232.884,123.344,219.018,97.001,98.913,16.107,104.903,51.694,181.924,182.959,142.168,148.449,165.154,242.090,211.999,219.895,180.809,140.589,143.945,120.386,113.359,127.055,123.925,132.530,43.243,147.168,26.500,41.961,34.532,243.719,149.088,34.726,118.261,102.210,141.553,133.269,38.114,14.150,229.639,203.391,214.002,203.741,186.342,176.779,214.111,230.436,192.889,158.239,199.992,135.220,121.196,29.732,39.603,21.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-eastasia,84.036,172.201,39.941,49.139,107.664,112.520,103.729,113.753,184.608,184.764,110.551,212.611,150.197,288.756,2.298,50.235,73.632,51.493,99.306,32.366,124.684,218.887,203.932,225.222,177.259,212.669,204.486,202.258,114.230,327.232,211.284,207.339,150.021,144.395,124.867,118.674,117.677,326.905,200.672,208.090,98.900,215.599,3.844,208.375,179.484,184.889,53.117,46.875,40.653,34.930,185.701,193.905,201.738,326.768,175.450,31.645,66.050,177.716,109.777,184.423,185.194,164.309,185.078,147.154,14.836,2.925,46.763,50.592,37.314,90.118,34.914,48.493,125.801,221.241,233.905,205.292,215.607,209.384,210.714,201.986,198.871,308.970,182.184,202.313,201.448,156.503,336.771,202.532,222.334,226.753,54.145,50.050,202.895,214.322,46.189,41.261,43.923,59.651,11.618,2.356,45.031,114.338,33.877,38.708,34.433,51.980,183.627,206.113,154.379,196.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-eastus2,203.841,212.026,231.265,238.946,261.869,265.431,243.022,255.158,90.705,78.926,188.605,5.789,63.998,225.329,202.767,155.704,184.542,161.662,202.365,216.932,201.155,28.135,92.035,108.085,102.408,71.681,80.703,85.438,180.113,113.850,6.427,16.660,59.999,87.832,203.402,200.136,210.609,114.845,19.171,28.841,206.191,37.780,208.181,0.989,82.747,91.671,154.277,160.706,186.634,196.470,23.736,71.051,104.599,243.673,27.298,217.026,238.938,97.501,187.744,78.854,81.261,44.713,85.860,66.110,200.758,210.610,157.383,161.830,185.660,208.712,231.408,231.025,197.048,106.127,108.104,85.766,81.651,92.412,89.766,97.029,22.296,116.147,32.970,19.588,6.261,265.310,113.913,20.433,90.729,79.298,157.305,150.661,6.005,37.413,250.126,236.906,237.231,235.828,217.558,194.418,233.838,214.138,214.631,184.981,221.557,156.380,92.004,5.827,59.814,19.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-francecentral,126.930,257.968,168.563,159.465,216.496,239.132,216.156,214.533,9.705,8.485,112.871,79.872,148.661,153.968,184.137,212.171,219.657,216.860,127.920,150.043,257.645,91.599,10.720,30.537,19.890,16.642,9.029,2.027,103.042,187.387,80.738,93.142,149.487,161.603,235.631,231.314,228.171,185.099,95.436,104.833,123.731,108.324,179.657,82.598,2.687,9.073,211.104,224.801,210.325,204.045,98.193,16.126,29.244,168.891,109.157,148.792,161.490,14.001,111.851,8.144,12.161,119.592,9.581,144.645,219.336,209.981,224.706,234.957,238.118,132.598,174.067,191.197,260.440,24.341,39.331,15.093,16.011,9.761,13.870,15.698,98.056,196.254,115.367,112.792,88.778,297.163,184.754,95.478,14.068,7.861,220.318,211.540,80.605,120.577,174.084,228.692,234.271,235.245,193.131,178.858,158.056,130.075,211.418,215.301,148.896,212.142,9.144,80.249,148.332,93.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-germanywestcentral,126.492,265.343,158.976,164.597,222.128,236.236,222.035,221.849,2.634,16.935,117.670,87.857,156.332,162.036,189.220,216.678,223.398,224.994,121.689,153.106,266.805,98.748,2.603,22.289,12.163,25.275,16.907,10.470,104.888,196.028,88.050,98.105,159.665,173.149,239.577,237.448,233.000,193.728,105.116,114.624,128.440,121.367,184.334,91.842,9.265,1.855,216.469,228.415,217.199,213.388,104.293,23.066,23.937,173.276,118.688,152.527,166.249,7.334,115.205,14.260,19.500,131.707,15.917,155.620,217.296,200.964,224.285,234.275,238.864,129.273,175.722,183.630,259.227,16.117,33.407,14.480,14.908,2.577,10.766,6.842,97.903,197.911,116.030,102.482,88.584,301.965,194.868,103.806,2.148,15.776,224.031,222.438,88.333,125.409,178.433,230.779,235.723,240.256,198.572,183.434,165.041,134.145,215.950,220.001,152.539,218.481,2.326,87.178,155.642,102.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-japaneast,138.506,146.838,89.688,82.941,65.372,71.358,52.867,64.545,217.717,217.494,148.147,161.711,106.190,327.688,47.301,5.309,30.395,10.101,139.984,68.996,113.059,171.046,238.573,258.029,208.064,250.880,238.051,234.478,150.053,276.313,158.948,164.236,106.937,96.572,127.346,112.265,113.256,277.903,154.552,162.192,140.185,139.133,53.153,154.298,211.216,216.212,3.223,9.325,31.455,20.272,151.543,231.176,236.323,357.814,130.655,74.682,102.198,210.976,143.765,216.620,218.446,123.993,219.110,98.197,49.268,50.102,3.256,10.528,29.952,140.752,72.555,88.612,122.887,239.616,244.192,223.462,219.452,223.934,222.726,226.499,158.457,264.578,149.219,157.151,154.503,150.666,309.351,175.962,232.209,238.598,9.670,2.827,178.459,162.245,90.650,75.126,82.989,69.200,57.572,46.956,83.119,130.587,57.107,27.397,69.713,4.643,217.214,158.860,106.016,157.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-japanwest,142.080,153.582,86.752,93.275,113.106,120.483,113.309,109.528,228.924,232.258,155.206,172.415,113.295,333.685,46.782,9.298,29.117,16.334,130.056,76.307,119.749,178.605,247.418,268.039,219.454,254.868,250.032,240.471,156.811,285.114,165.686,169.463,112.256,103.619,134.858,118.114,119.705,282.011,160.716,168.267,139.666,155.752,46.670,160.691,224.961,228.006,9.615,1.557,68.009,11.855,147.370,235.719,251.435,370.929,130.821,80.038,110.572,224.737,150.979,228.691,230.520,125.680,230.400,105.265,45.430,47.536,10.580,2.700,26.325,127.455,79.518,91.276,129.193,246.886,255.196,235.138,225.646,233.175,233.714,236.266,165.314,273.838,155.185,163.058,158.546,146.668,308.782,174.526,233.910,239.321,16.091,9.530,178.472,161.142,89.572,88.990,71.491,84.461,55.618,43.479,91.100,127.310,60.507,18.264,74.217,10.740,225.586,164.318,112.112,159.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
